-0.542125617,-0.075809804,-0.343818066,1.388837749,-0.683703518,0.182726351,1.005844371,0.412815837,-0.536062389,-0.806331293,0.76743118,-0.447980029,0.880469271,0.268486606
-0.542125617,-0.075809804,-0.343818066,-0.720026512,-0.683703518,0.182726351,-1.574680978,-1.141882402,2.130803173,-0.806331293,1.002633381,-0.447980029,-0.019280349,-0.589689759
-0.542125617,-0.075809804,-0.343818066,-0.720026512,-0.007725463,0.182726351,-0.654142695,1.426749471,0.248309835,-0.806331293,1.002633381,-0.447980029,-0.919029969,-0.589689759
1.844590937,-0.075809804,-0.343818066,-0.720026512,0.668252591,0.182726351,0.854936456,-1.682647007,0.40518428,-0.806331293,-0.643782023,-0.447980029,0.880469271,-0.589689759
-0.542125617,-0.075809804,-0.343818066,-0.720026512,0.668252591,0.182726351,1.005844371,0.412815837,-0.536062389,-0.806331293,0.76743118,-0.447980029,0.880469271,0.268486606
-0.542125617,-0.075809804,-0.343818066,-0.720026512,1.344230646,0.182726351,-0.654142695,1.426749471,0.248309835,-0.806331293,1.002633381,-0.447980029,-0.919029969,-0.589689759
-0.542125617,-0.075809804,2.908514992,-0.720026512,1.344230646,0.182726351,2.09238136,1.494345046,-1.320434613,-0.806331293,0.061824578,-0.447980029,-0.019280349,2.8430157
-0.542125617,-0.075809804,-0.343818066,-0.720026512,1.344230646,0.182726351,0.568211417,1.359153895,-0.065439054,-0.806331293,-0.878984224,-0.447980029,2.67996851,-0.589689759
-0.542125617,-0.075809804,2.908514992,-0.720026512,-1.359681573,0.182726351,-1.016321692,-1.209477978,-0.379187944,-0.806331293,-0.408579823,-0.447980029,0.880469271,-0.589689759
-0.542125617,-0.075809804,2.908514992,-0.720026512,-1.359681573,0.182726351,0.190941629,-1.277073553,0.091435391,-0.806331293,0.53222898,2.232242367,-0.019280349,0.268486606
-0.542125617,-0.075809804,-0.343818066,-0.720026512,-1.359681573,0.182726351,0.568211417,1.359153895,-0.065439054,-0.806331293,-0.878984224,-0.447980029,2.67996851,-0.589689759
-0.542125617,-0.075809804,-0.343818066,-0.720026512,-0.683703518,0.182726351,0.568211417,1.359153895,-0.065439054,-0.806331293,-0.878984224,-0.447980029,2.67996851,-0.589689759
1.844590937,-0.075809804,-0.343818066,-0.720026512,-0.007725463,0.182726351,0.568211417,1.359153895,-0.065439054,-0.806331293,-0.878984224,-0.447980029,2.67996851,-0.589689759
1.844590937,-0.075809804,-0.343818066,-0.720026512,-0.007725463,0.182726351,-0.654142695,1.426749471,0.248309835,-0.806331293,1.002633381,-0.447980029,-0.919029969,-0.589689759
-0.542125617,-0.075809804,-0.343818066,-0.720026512,-0.007725463,0.182726351,-0.654142695,1.426749471,0.248309835,-0.806331293,1.002633381,-0.447980029,-0.919029969,-0.589689759
1.844590937,-0.075809804,-0.343818066,-0.720026512,1.344230646,0.182726351,0.356940336,-0.330735495,0.71893317,-0.806331293,-0.878984224,-0.447980029,-0.919029969,-0.589689759
-0.542125617,-0.075809804,-0.343818066,-0.720026512,1.344230646,0.182726351,-0.654142695,1.426749471,0.248309835,-0.806331293,1.002633381,-0.447980029,-0.919029969,-0.589689759
-0.542125617,-0.075809804,2.908514992,-0.720026512,-1.359681573,0.182726351,-0.654142695,1.426749471,0.248309835,-0.806331293,1.002633381,-0.447980029,-0.919029969,-0.589689759
1.844590937,-0.075809804,-0.343818066,-0.720026512,0.668252591,0.182726351,-0.50323478,-0.060353193,-0.536062389,-0.806331293,-0.408579823,-0.447980029,0.880469271,1.126662971
-0.542125617,-0.075809804,-0.343818066,-0.720026512,-0.007725463,0.468236275,0.387121919,-0.330735495,1.660179839,-1.647399128,1.237835582,-0.447980029,0.880469271,0.268486606
1.844590937,-0.075809804,-0.343818066,-0.720026512,-0.007725463,0.468236275,1.624566823,-0.939095675,-1.320434613,-1.647399128,-0.408579823,2.232242367,-0.919029969,-0.589689759
1.844590937,-0.075809804,-0.343818066,-0.720026512,-1.359681573,0.468236275,-0.654142695,1.426749471,0.248309835,-1.647399128,1.002633381,-0.447980029,-0.919029969,-0.589689759
1.844590937,-0.075809804,-0.343818066,-0.720026512,-1.359681573,0.468236275,2.09238136,1.494345046,-1.320434613,-1.647399128,0.061824578,-0.447980029,-0.019280349,2.8430157
-0.542125617,-0.075809804,-0.343818066,1.388837749,1.344230646,0.468236275,0.568211417,1.359153895,-0.065439054,-1.647399128,-0.878984224,-0.447980029,2.67996851,-0.589689759
-0.542125617,-0.075809804,-0.343818066,-0.720026512,-1.359681573,0.468236275,1.005844371,0.412815837,-0.536062389,-1.647399128,0.76743118,-0.447980029,0.880469271,0.268486606
-0.542125617,-0.075809804,-0.343818066,1.388837749,-1.359681573,0.468236275,2.09238136,1.494345046,-1.320434613,-1.647399128,0.061824578,-0.447980029,-0.019280349,2.8430157
-0.542125617,-0.075809804,-0.343818066,-0.720026512,-0.683703518,0.468236275,1.005844371,0.412815837,-0.536062389,-1.647399128,0.76743118,-0.447980029,0.880469271,0.268486606
-0.542125617,-0.075809804,-0.343818066,1.388837749,-0.007725463,0.468236275,-0.986140109,-0.195544344,-1.163560168,-1.647399128,-1.114186425,-0.447980029,-0.919029969,-0.589689759
-0.542125617,-0.075809804,-0.343818066,-0.720026512,-0.007725463,0.468236275,1.005844371,0.412815837,-0.536062389,-1.647399128,0.76743118,-0.447980029,0.880469271,0.268486606
-0.542125617,-0.075809804,-0.343818066,-0.720026512,1.344230646,0.468236275,-0.654142695,1.426749471,0.248309835,-1.647399128,1.002633381,-0.447980029,-0.919029969,-0.589689759
-0.542125617,-0.075809804,-0.343818066,-0.720026512,-1.359681573,0.468236275,-0.654142695,1.426749471,0.248309835,-1.647399128,1.002633381,-0.447980029,-0.919029969,-0.589689759
-0.542125617,-0.075809804,-0.343818066,-0.720026512,0.668252591,0.468236275,0.190941629,-0.060353193,1.817054284,-1.647399128,1.473037782,-0.447980029,-0.019280349,3.701192065
-0.542125617,-0.075809804,-0.343818066,-0.720026512,0.668252591,0.468236275,0.190941629,-1.277073553,0.091435391,-1.647399128,0.53222898,2.232242367,-0.019280349,0.268486606
